,date,team_1,team_1_score,team_2,team_2_score,field
230,4/11/1999,Harvard,5,Cornell,1,@Harvard
231,4/14/1999,Cornell,12,SUNY-Binghamton,7,@Cornell
232,4/14/1999,Cornell,8,SUNY-Binghamton,4,@Cornell
233,4/17/1999,Columbia,11,Cornell,8,@Columbia
234,4/17/1999,Cornell,13,Columbia,11,@Columbia
235,4/18/1999,Cornell,10,Columbia,3,@Columbia
236,4/18/1999,Cornell,13,Columbia,5,@Columbia
237,4/20/1999,LeMoyne,8,Cornell,5,@LeMoyne
238,4/24/1999,Pennsylvania,3,Cornell,2,@Cornell
239,4/24/1999,Pennsylvania,8,Cornell,5,@Cornell
240,4/25/1999,Cornell,17,Pennsylvania,5,@Cornell
241,4/25/1999,Pennsylvania,4,Cornell,1,@Cornell
242,4/27/1999,Cornell,4,Bucknell,3,@Cornell
243,4/27/1999,Cornell,9,Bucknell,7,@Cornell
244,4/30/1999,Cornell,11,Princeton,3,@Princeton
245,4/30/1999,Princeton,4,Cornell,1,@Princeton
246,5/02/1999,Princeton,11,Cornell,1,@Cornell
247,5/02/1999,Princeton,2,Cornell,1,@Cornell
248,5/07/1999,Siena,2,Cornell,0,@Siena
249,5/07/1999,Siena,5,Cornell,4,@Siena
250,3/04/2000,Bucknell,11,Cornell,2,@Bucknell
251,3/04/2000,Cornell,8,Bucknell,6,@Bucknell
252,3/05/2000,Bucknell,3,Cornell,2,@Bucknell
253,3/05/2000,Bucknell,5,Cornell,1,@Bucknell
254,3/18/2000,Central Florida,8,Cornell,1,@Central Florida
255,3/19/2000,Central Florida,13,Cornell,2,@Central Florida
256,3/19/2000,Central Florida,9,Cornell,5,@Central Florida
257,3/21/2000,Stetson,18,Cornell,5,@Stetson
258,3/22/2000,Stetson,14,Cornell,9,@Stetson
259,3/23/2000,Rollins,3,Cornell,2,@Rollins
260,3/24/2000,Army,5,Cornell,3,@neutral
261,4/01/2000,Harvard,2,Cornell,1,@Cornell
262,4/01/2000,Harvard,9,Cornell,6,@Cornell
263,4/03/2000,Cornell,3,Dartmouth,1,@Cornell
264,4/03/2000,Dartmouth,5,Cornell,3,@Cornell
265,4/04/2000,Penn State,12,Cornell,9,@Penn State
266,4/04/2000,Penn State,13,Cornell,3,@Penn State
267,4/08/2000,Brown,8,Cornell,4,@Brown
268,4/08/2000,Cornell,4,Brown,3,@Brown
269,4/10/2000,Cornell,6,Yale,3,@Yale
270,4/10/2000,Cornell,7,Yale,6,@Yale
271,4/13/2000,Cornell,10,Ithaca,6,@Cornell
272,4/15/2000,Pennsylvania,4,Cornell,0,@Pennsylvania
273,4/15/2000,Pennsylvania,6,Cornell,2,@Pennsylvania
274,4/16/2000,Cornell,5,Pennsylvania,3,@Pennsylvania
275,4/16/2000,Pennsylvania,10,Cornell,2,@Pennsylvania
276,4/19/2000,LeMoyne,5,Cornell,0,@Cornell
277,4/19/2000,LeMoyne,8,Cornell,2,@Cornell
278,4/21/2000,Cornell,5,Columbia,4,@Cornell
279,4/23/2000,Columbia,6,Cornell,2,@Cornell
280,4/23/2000,Cornell,16,Columbia,5,@Cornell
281,4/24/2000,Cornell,11,Columbia,0,@Cornell
282,4/26/2000,LeMoyne,10,Cornell,1,@LeMoyne
283,4/28/2000,Cornell,23,Princeton,3,@Cornell
284,4/28/2000,Cornell,4,Princeton,3,@Cornell
285,4/30/2000,Cornell,11,Princeton,10,@Princeton
286,4/30/2000,Princeton,7,Cornell,4,@Princeton
287,5/03/2000,Cornell,13,Siena,12,@Cornell
288,5/03/2000,Cornell,5,Siena,4,@Cornell
289,3/03/2001,Bucknell,4,Cornell,1,@Bucknell
290,3/03/2001,Bucknell,8,Cornell,7,@Bucknell
291,3/18/2001,Wisconsin-Milwauke,8,Cornell,0,@neutral
292,3/19/2001,Cornell,13,Northeastern,9,@neutral
293,3/20/2001,Cornell,10,Bloomfield,4,@neutral
294,3/21/2001,"Miami, Florida",2,Cornell,1,"@Miami, Florida"
295,3/22/2001,Stony Brook,12,Cornell,2,@neutral
296,3/23/2001,Cornell,6,Hartford,2,@neutral
297,3/24/2001,Cornell,5,Drexel,2,@neutral
298,4/01/2001,Cornell,14,Yale,5,@Yale
299,4/01/2001,Yale,6,Cornell,4,@Yale
300,4/04/2001,Penn State,13,Cornell,1,@Cornell
301,4/04/2001,Penn State,26,Cornell,4,@Cornell
302,4/07/2001,Cornell,3,Harvard,1,@Harvard
303,4/07/2001,Harvard,17,Cornell,5,@Harvard
304,4/09/2001,Dartmouth,11,Cornell,4,@neutral
305,4/09/2001,Dartmouth,12,Cornell,11,@neutral
306,4/10/2001,Binghamton,10,Cornell,3,@Cornell
307,4/10/2001,Binghamton,13,Cornell,8,@Cornell
308,4/13/2001,Cornell,5,Pennsylvania,2,@Cornell
309,4/13/2001,Cornell,9,Pennsylvania,6,@Cornell
310,4/14/2001,Pennsylvania,10,Cornell,2,@Cornell
311,4/14/2001,Pennsylvania,6,Cornell,1,@Cornell
312,4/17/2001,LeMoyne,3,Cornell,1,@LeMoyne
313,4/17/2001,LeMoyne,6,Cornell,4,@LeMoyne
314,4/21/2001,Columbia,16,Cornell,3,@Columbia
315,4/21/2001,Cornell,7,Columbia,5,@Columbia
316,4/22/2001,Columbia,10,Cornell,9,@Columbia
317,4/22/2001,Cornell,5,Columbia,4,@Columbia
318,4/25/2001,Ithaca,12,Cornell,11,@Ithaca
319,4/27/2001,Princeton,20,Cornell,17,@Princeton
320,4/27/2001,Princeton,5,Cornell,1,@Princeton
321,4/29/2001,Cornell,6,Princeton,3,@Cornell
322,4/29/2001,Princeton,2,Cornell,1,@Cornell
323,5/02/2001,Brown,14,Cornell,5,@Cornell
324,5/02/2001,Brown,7,Cornell,1,@Cornell
325,5/03/2001,Cornell,8,Siena,6,@Siena
326,5/03/2001,Siena,5,Cornell,2,@Siena
327,3/02/2002,Bucknell,3,Cornell,1,@Bucknell
328,3/02/2002,Bucknell,6,Cornell,5,@Bucknell
329,3/03/2002,Bucknell,6,Cornell,2,@Bucknell
330,3/03/2002,Bucknell,7,Cornell,6,@Bucknell
331,3/09/2002,Cornell,10,Lafayette,8,@Lafayette
332,3/09/2002,Lafayette,8,Cornell,6,@Lafayette
333,3/16/2002,Cornell,13,Chicago State,1,@neutral
334,3/16/2002,Wisconsin-Milwauke,9,Cornell,8,@neutral
335,3/17/2002,Florida Atlantic,18,Cornell,7,@Florida Atlanti
336,3/19/2002,Cornell,8,Rider,3,@neutral
337,3/20/2002,Cornell,12,Drexel,10,@neutral
338,3/21/2002,Rider,14,Cornell,7,@neutral
339,3/23/2002,Cornell,3,Northwestern,2,@neutral
340,3/23/2002,Ohio State,4,Cornell,3,@neutral
341,3/30/2002,Cornell,7,Ithaca,6,@Cornell
342,3/30/2002,Ithaca,6,Cornell,5,@Cornell
343,4/02/2002,Penn State,9,Cornell,6,@Penn State
344,4/07/2002,Harvard,12,Cornell,7,@Cornell
345,4/07/2002,Harvard,6,Cornell,2,@Cornell
346,4/08/2002,Cornell,3,Dartmouth,2,@Cornell
347,4/08/2002,Dartmouth,11,Cornell,4,@Cornell
348,4/09/2002,Cornell,6,Binghamton,5,@Binghamton
349,4/09/2002,Cornell,9,Binghamton,1,@Binghamton
350,4/13/2002,Cornell,5,Yale,1,@Yale
351,4/13/2002,Yale,9,Cornell,3,@Yale
352,4/14/2002,Brown,19,Cornell,11,@Brown
353,4/14/2002,Brown,9,Cornell,1,@Brown
354,4/17/2002,LeMoyne,13,Cornell,3,@Cornell
355,4/17/2002,LeMoyne,8,Cornell,6,@Cornell
356,4/20/2002,Pennsylvania,12,Cornell,11,@Pennsylvania
357,4/20/2002,Pennsylvania,5,Cornell,0,@Pennsylvania
358,4/21/2002,Pennsylvania,17,Cornell,4,@Pennsylvania
359,4/21/2002,Pennsylvania,2,Cornell,1,@Pennsylvania
360,4/23/2002,LeMoyne,7,Cornell,5,@LeMoyne
361,4/23/2002,LeMoyne,8,Cornell,7,@LeMoyne
362,4/27/2002,Columbia,6,Cornell,0,@Cornell
363,4/27/2002,Cornell,9,Columbia,6,@Cornell
364,4/28/2002,Columbia,4,Cornell,2,@Cornell
365,4/28/2002,Cornell,7,Columbia,6,@Cornell
366,5/01/2002,Cornell,5,Siena,2,@Cornell
367,5/01/2002,Siena,7,Cornell,6,@Cornell
368,5/03/2002,Cornell,9,Princeton,7,@Cornell
369,5/03/2002,Princeton,6,Cornell,1,@Cornell
370,5/05/2002,Cornell,4,Princeton,2,@Princeton
371,5/05/2002,Princeton,5,Cornell,1,@Princeton
372,3/08/2003,George Mason,5,Cornell,1,@George Mason
373,3/09/2003,George Mason,11,Cornell,4,@George Mason
374,3/09/2003,George Mason,6,Cornell,2,@George Mason
375,3/14/2003,Cornell,5,Virginia Tech,3,@Virginia Tech
376,3/15/2003,Virginia Tech,3,Cornell,1,@Virginia Tech
377,3/15/2003,Virginia Tech,8,Cornell,2,@Virginia Tech
378,3/17/2003,Elon,12,Cornell,1,@Elon
379,3/18/2003,North Carolina-Gre,5,Cornell,1,@North Carolina-
380,3/22/2003,Cornell,10,Delaware State,5,@Delaware State
381,3/22/2003,Cornell,7,Delaware State,4,@Delaware State
382,3/23/2003,Cornell,4,Delaware State,1,@Delaware State
383,3/25/2003,Cornell,4,Penn State,3,@Cornell
384,3/25/2003,Cornell,5,Penn State,2,@Cornell
385,4/05/2003,Cornell,5,Yale,4,@Cornell
386,4/05/2003,Yale,4,Cornell,3,@Cornell
387,4/06/2003,Brown,3,Cornell,2,@Cornell
388,4/06/2003,Cornell,7,Brown,6,@Cornell
389,4/10/2003,Cornell,12,Binghamton,6,@Cornell
390,4/12/2003,Dartmouth,20,Cornell,5,@Dartmouth
391,4/12/2003,Dartmouth,7,Cornell,5,@Dartmouth
392,4/13/2003,Cornell,12,Harvard,0,@Harvard
393,4/13/2003,Harvard,3,Cornell,1,@Harvard
394,4/16/2003,LeMoyne,23,Cornell,4,@Cornell
395,4/18/2003,Columbia,5,Cornell,4,@Columbia
396,4/18/2003,Cornell,10,Columbia,7,@Columbia
397,4/19/2003,Cornell,6,Columbia,2,@Columbia
398,4/19/2003,Cornell,7,Columbia,1,@Columbia
399,4/26/2003,Pennsylvania,6,Cornell,3,@Cornell
400,4/26/2003,Pennsylvania,7,Cornell,5,@Cornell
401,4/27/2003,Cornell,12,Pennsylvania,2,@Cornell
402,4/27/2003,Cornell,2,Pennsylvania,1,@Cornell
403,4/29/2003,Siena,5,Cornell,1,@Siena
404,5/02/2003,Cornell,2,Princeton,0,@Princeton
405,5/02/2003,Princeton,19,Cornell,2,@Princeton
406,5/04/2003,Princeton,4,Cornell,0,@Cornell
407,5/04/2003,Princeton,9,Cornell,3,@Cornell
408,3/05/2004,LaSalle,8,Cornell,7,@LaSalle
409,3/07/2004,Cornell,3,Villanova,2,@Villanova
410,3/07/2004,Villanova,4,Cornell,2,@Villanova
411,3/13/2004,Cornell,13,St. Joseph's,4,@St. Joseph's
412,3/13/2004,Cornell,6,St. Joseph's,3,@St. Joseph's
413,3/14/2004,Villanova,7,Cornell,6,@Villanova
414,3/21/2004,UC Santa Barbara,12,Cornell,1,@UC Santa Barbar
415,3/22/2004,UC Santa Barbara,12,Cornell,6,@UC Santa Barbar
416,3/23/2004,Cal Poly,8,Cornell,1,@Cal Poly
417,3/24/2004,Cal Poly,4,Cornell,1,@Cal Poly
418,3/25/2004,UC Santa Barbara,31,Cornell,3,@UC Santa Barbar
419,3/26/2004,UC Santa Barbara,11,Cornell,1,@UC Santa Barbar
420,3/27/2004,UC Santa Barbara,5,Cornell,1,@UC Santa Barbar
421,3/30/2004,Penn State,2,Cornell,1,@Penn State
422,3/30/2004,Penn State,9,Cornell,1,@Penn State
423,4/03/2004,Cornell,7,Harvard,3,@Cornell
424,4/03/2004,Harvard,2,Cornell,0,@Cornell
425,4/06/2004,Binghamton,11,Cornell,3,@Cornell
426,4/06/2004,Binghamton,13,Cornell,5,@Cornell
427,4/09/2004,Brown,10,Cornell,7,@Brown
428,4/09/2004,Brown,14,Cornell,10,@Brown
429,4/10/2004,Yale,6,Cornell,2,@Yale
430,4/10/2004,Yale,6,Cornell,3,@Yale
431,4/14/2004,Dartmouth,13,Cornell,6,@Cornell
432,4/14/2004,Dartmouth,8,Cornell,1,@Cornell
433,4/15/2004,Cornell,7,LeMoyne,4,@LeMoyne
434,4/17/2004,Cornell,9,Pennsylvania,2,@Pennsylvania
435,4/17/2004,Pennsylvania,3,Cornell,2,@Pennsylvania
436,4/18/2004,Cornell,5,Pennsylvania,1,@Pennsylvania
437,4/18/2004,Cornell,6,Pennsylvania,4,@Pennsylvania
438,4/21/2004,Cornell,4,LeMoyne,2,@Cornell
439,4/21/2004,LeMoyne,4,Cornell,0,@Cornell
440,4/24/2004,Columbia,5,Cornell,4,@Cornell
441,4/24/2004,Cornell,5,Columbia,0,@Cornell
442,4/25/2004,Columbia,3,Cornell,0,@Cornell
443,4/28/2004,Cornell,2,Siena,1,@Cornell
444,4/28/2004,Siena,10,Cornell,9,@Cornell
445,4/30/2004,Cornell,7,Princeton,5,@Cornell
446,4/30/2004,Princeton,14,Cornell,2,@Cornell
447,5/02/2004,Princeton,3,Cornell,2,@Princeton
448,5/02/2004,Princeton,4,Cornell,1,@Princeton
449,5/03/2004,Cornell,8,Columbia,7,@Cornell
450,3/12/2005,West Virginia,6,Cornell,5,@neutral
451,3/12/2005,Cornell,7,West Virginia,5,@neutral
452,3/13/2005,Cornell,6,West Virginia,1,@neutral
453,3/19/2005,Illinois State,2,Cornell,1,@neutral
454,3/20/2005,Northwestern,8,Cornell,7,@neutral
455,3/21/2005,Cornell,8,Wisconsin-Milwa,7,@neutral
456,3/22/2005,Cornell,6,Wisconsin-Milwa,5,@neutral
457,3/24/2005,Illinois,16,Cornell,2,@neutral
458,3/24/2005,Ohio State,6,Cornell,4,@neutral
459,3/25/2005,Illinois,12,Cornell,0,@neutral
460,3/26/2005,Ohio State,11,Cornell,2,@neutral
461,4/05/2005,Yale,11,Cornell,2,@Cornell
462,4/05/2005,Cornell,4,Yale,3,@Cornell
463,4/06/2005,Cornell,3,Binghamton,2,@Cornell
464,4/06/2005,Binghamton,11,Cornell,2,@Cornell
465,4/09/2005,Harvard,3,Cornell,1,@Harvard
466,4/09/2005,Harvard,2,Cornell,1,@Harvard
467,4/10/2005,Dartmouth,6,Cornell,2,@Dartmouth
468,4/10/2005,Dartmouth,4,Cornell,3,@Dartmouth
469,4/12/2005,LeMoyne,14,Cornell,2,@Cornell
470,4/12/2005,Cornell,2,LeMoyne,0,@Cornell
471,4/16/2005,Cornell,5,Columbia,3,@Columbia
472,4/16/2005,Cornell,9,Columbia,6,@Columbia
473,4/17/2005,Columbia,10,Cornell,4,@Columbia
474,4/17/2005,Cornell,10,Columbia,4,@Columbia
475,4/20/2005,Brown,16,Cornell,5,@Cornell
476,4/21/2005,Cornell,8,Brown,6,@Cornell
477,4/23/2005,Cornell,13,Pennsylvania,1,@Cornell
478,4/23/2005,Cornell,5,Pennsylvania,1,@Cornell
479,4/24/2005,Cornell,7,Pennsylvania,1,@Cornell
480,4/24/2005,Cornell,2,Pennsylvania,1,@Cornell
481,4/26/2005,Siena,1,Cornell,0,@Siena
482,4/26/2005,Siena,5,Cornell,4,@Siena
483,4/29/2005,Cornell,5,Princeton,3,@Princeton
484,4/29/2005,Princeton,8,Cornell,3,@Princeton
485,5/01/2005,Cornell,4,Princeton,3,@Cornell
486,5/01/2005,Princeton,7,Cornell,6,@Cornell
487,5/04/2005,LeMoyne,6,Cornell,1,@LeMoyne
488,5/04/2005,LeMoyne,2,Cornell,0,@LeMoyne
489,5/09/2005,Harvard,2,Cornell,0,@Harvard
490,5/09/2005,Harvard,4,Cornell,2,@Harvard
491,3/04/2006,Cornell,6,Bucknell,4,@Bucknell
492,3/04/2006,Bucknell,10,Cornell,4,@Bucknell
493,3/05/2006,Bucknell,3,Cornell,1,@Bucknell
494,3/05/2006,Bucknell,9,Cornell,6,@Bucknell
495,3/10/2006,Villanova,7,Cornell,5,@Villanova
496,3/11/2006,Cornell,6,LaSalle,1,@LaSalle
497,3/18/2006,Cornell,8,Eastern Kentuck,7,@neutral
498,3/18/2006,Bradley,24,Cornell,2,@neutral
499,3/19/2006,Cornell,12,Vermont,6,@neutral
500,3/20/2006,Ohio State,12,Cornell,4,@neutral
501,3/21/2006,Ohio State,6,Cornell,0,@neutral
502,3/23/2006,Illinois,6,Cornell,4,@neutral
503,3/24/2006,Illinois,19,Cornell,12,@neutral
504,4/01/2006,Cornell,2,Dartmouth,1,@Cornell
505,4/01/2006,Dartmouth,16,Cornell,6,@Cornell
506,4/02/2006,Harvard,14,Cornell,3,@Cornell
507,4/02/2006,Harvard,12,Cornell,6,@Cornell
508,4/05/2006,Binghamton,8,Cornell,3,@Binghamton
509,4/09/2006,Yale,7,Cornell,0,@Yale
510,4/09/2006,Yale,5,Cornell,4,@Yale
511,4/10/2006,Brown,9,Cornell,2,@Brown
512,4/10/2006,Brown,5,Cornell,4,@Brown
513,4/11/2006,LeMoyne,2,Cornell,0,@Cornell
514,4/11/2006,LeMoyne,19,Cornell,5,@Cornell
515,4/15/2006,Cornell,10,Pennsylvania,1,@Pennsylvania
516,4/15/2006,Cornell,23,Pennsylvania,10,@Pennsylvania
517,4/16/2006,Pennsylvania,11,Cornell,6,@Pennsylvania
518,4/16/2006,Cornell,17,Pennsylvania,3,@Pennsylvania
519,4/19/2006,LeMoyne,15,Cornell,3,@LeMoyne
520,4/19/2006,LeMoyne,6,Cornell,4,@LeMoyne
521,4/23/2006,Columbia,7,Cornell,3,@Cornell
522,4/23/2006,Cornell,10,Columbia,6,@Cornell
523,4/24/2006,Columbia,10,Cornell,4,@Cornell
524,4/24/2006,Cornell,11,Columbia,2,@Cornell
525,4/25/2006,Siena,14,Cornell,3,@Cornell
526,4/28/2006,Princeton,3,Cornell,0,@Cornell
527,4/28/2006,Princeton,12,Cornell,8,@Cornell
528,4/30/2006,Princeton,4,Cornell,3,@Princeton
529,4/30/2006,Princeton,12,Cornell,2,@Princeton
530,3/03/2007,Bucknell,1,Cornell,0,@neutral
531,3/03/2007,Bucknell,2,Cornell,1,@neutral
532,3/04/2007,Bucknell,11,Cornell,7,@neutral
533,3/04/2007,Cornell,8,Bucknell,4,@neutral
534,3/10/2007,Cornell,6,LaSalle,4,@LaSalle
535,3/10/2007,Cornell,7,LaSalle,3,@LaSalle
536,3/11/2007,Villanova,10,Cornell,9,@Villanova
537,3/17/2007,Cornell,7,Lehigh,6,@neutral
538,3/17/2007,Cornell,8,Davidson,6,@Davidson
539,3/18/2007,Davidson,7,Cornell,5,@Davidson
540,3/20/2007,North Carolina-Gre,13,Cornell,12,@North Carolina-
541,3/21/2007,North Carolina-Gre,7,Cornell,2,@North Carolina-
542,3/22/2007,North Carolina A&T,8,Cornell,5,@North Carolina
543,3/24/2007,Army,3,Cornell,2,@Army
544,3/24/2007,Cornell,2,Army,0,@Army
545,3/25/2007,Army,16,Cornell,5,@Army
546,3/31/2007,Cornell,5,Yale,0,@Cornell
547,3/31/2007,Yale,6,Cornell,5,@Cornell
548,4/01/2007,Cornell,2,Brown,1,@Cornell
549,4/02/2007,Cornell,5,Brown,4,@Cornell
550,4/04/2007,LeMoyne,11,Cornell,8,@Cornell
551,4/07/2007,Cornell,12,Dartmouth,3,@Dartmouth
552,4/07/2007,Cornell,4,Dartmouth,2,@Dartmouth
553,4/08/2007,Harvard,11,Cornell,4,@Harvard
554,4/08/2007,Harvard,4,Cornell,2,@Harvard
555,4/10/2007,Cornell,3,Binghamton,0,@Cornell
556,4/14/2007,Pennsylvania,4,Cornell,2,@Cornell
557,4/14/2007,Pennsylvania,5,Cornell,4,@Cornell
558,4/21/2007,Columbia,5,Cornell,0,@Columbia
559,4/21/2007,Columbia,7,Cornell,3,@Columbia
560,4/22/2007,Columbia,5,Cornell,2,@Columbia
561,4/22/2007,Cornell,9,Columbia,6,@Columbia
562,4/24/2007,Cornell,11,Pennsylvania,10,@Cornell
563,4/24/2007,Pennsylvania,13,Cornell,1,@Cornell
564,4/28/2007,Princeton,4,Cornell,3,@Princeton
565,4/28/2007,Princeton,7,Cornell,5,@Princeton
566,4/29/2007,Cornell,5,Princeton,4,@Cornell
567,4/29/2007,Princeton,7,Cornell,5,@Cornell
568,2/29/2008,Cornell,1,Siena,0,@neutral
569,3/01/2008,Virginia,12,Cornell,2,@Virginia
570,3/02/2008,Siena,8,Cornell,5,@neutral
571,3/02/2008,Virginia,12,Cornell,3,@Virginia
572,3/07/2008,Cornell,4,LaSalle,0,@LaSalle
573,3/07/2008,LaSalle,1,Cornell,0,@LaSalle
574,3/16/2008,Cornell,4,Penn State,1,@neutral
575,3/16/2008,Cornell,8,Pittsburgh,5,@neutral
576,3/17/2008,Florida Atlantic,11,Cornell,6,@Florida Atlanti
577,3/18/2008,"Miami, Florida",20,Cornell,9,"@Miami, Florida"
578,3/19/2008,Long Island,14,Cornell,12,@neutral
579,3/20/2008,Long Island,14,Cornell,9,@neutral
580,3/21/2008,Cornell,17,New Jersey Tech,2,@neutral
581,3/22/2008,Cornell,11,Southeastern (F,8,@neutral
582,3/30/2008,Dartmouth,11,Cornell,1,@Cornell
583,3/30/2008,Dartmouth,18,Cornell,11,@Cornell
584,4/03/2008,LeMoyne,11,Cornell,5,@Cornell
585,4/05/2008,Brown,11,Cornell,7,@Brown
586,4/05/2008,Brown,5,Cornell,4,@Brown
587,4/06/2008,Yale,2,Cornell,1,@Yale
588,4/06/2008,Yale,6,Cornell,5,@Yale
589,4/08/2008,Cornell,6,Harvard,5,@Cornell
590,4/08/2008,Harvard,2,Cornell,1,@Cornell
591,4/12/2008,Pennsylvania,5,Cornell,2,@Pennsylvania
592,4/13/2008,Cornell,10,Pennsylvania,8,@Pennsylvania
593,4/13/2008,Cornell,16,Pennsylvania,5,@Pennsylvania
594,4/13/2008,Cornell,8,Pennsylvania,1,@Pennsylvania
595,4/15/2008,LeMoyne,2,Cornell,0,@LeMoyne
596,4/15/2008,LeMoyne,4,Cornell,3,@LeMoyne
597,4/19/2008,Columbia,7,Cornell,2,@Cornell
598,4/19/2008,Columbia,8,Cornell,6,@Cornell
599,4/20/2008,Columbia,6,Cornell,2,@Cornell
600,4/20/2008,Cornell,11,Columbia,7,@Cornell
601,4/22/2008,Siena,2,Cornell,1,@Cornell
602,4/22/2008,Siena,2,Cornell,1,@Cornell
603,4/25/2008,Cornell,6,Princeton,5,@Cornell
604,4/25/2008,Princeton,19,Cornell,1,@Cornell
605,4/27/2008,Princeton,3,Cornell,2,@Princeton
606,4/27/2008,Princeton,6,Cornell,3,@Princeton
607,2/28/2009,Cornell,5,Navy,4,@Navy
608,2/28/2009,Cornell,7,Navy,0,@Navy
609,3/07/2009,LaSalle,7,Cornell,2,@LaSalle
610,3/14/2009,Santa Clara,7,Cornell,6,@Santa Clara
611,3/14/2009,Santa Clara,8,Cornell,3,@Santa Clara
612,3/15/2009,Santa Clara,12,Cornell,10,@Santa Clara
613,3/17/2009,St. Mary's,5,Cornell,3,@St. Mary's
614,3/18/2009,St. Mary's,7,Cornell,6,@St. Mary's
615,3/19/2009,Cal State Sacramen,6,Cornell,2,@Cal State Sacra
616,3/20/2009,Cal State Sacramen,9,Cornell,0,@Cal State Sacra
617,3/21/2009,Cal State Sacramen,10,Cornell,6,@Cal State Sacra
618,3/21/2009,Cal State Sacramen,18,Cornell,5,@Cal State Sacra
619,3/28/2009,Brown,10,Cornell,2,@Cornell
620,3/28/2009,Cornell,8,Brown,4,@Cornell
621,3/31/2009,Cornell,4,Yale,2,@Cornell
622,3/31/2009,Yale,3,Cornell,2,@Cornell
623,4/04/2009,Harvard,6,Cornell,5,@Harvard
624,4/04/2009,Harvard,7,Cornell,5,@Harvard
625,4/05/2009,Dartmouth,13,Cornell,8,@Dartmouth
626,4/05/2009,Dartmouth,14,Cornell,11,@Dartmouth
627,4/08/2009,Cornell,3,Binghamton,1,@Cornell
628,4/11/2009,Cornell,12,Pennsylvania,5,@Cornell
629,4/11/2009,Pennsylvania,6,Cornell,3,@Cornell
630,4/12/2009,Cornell,3,Pennsylvania,2,@Cornell
631,4/12/2009,Cornell,6,Pennsylvania,4,@Cornell
632,4/14/2009,Cornell,7,LeMoyne,5,@LeMoyne
633,4/18/2009,Columbia,4,Cornell,2,@Columbia
634,4/18/2009,Cornell,8,Columbia,4,@Columbia
635,4/19/2009,Cornell,3,Columbia,2,@Columbia
636,4/19/2009,Cornell,9,Columbia,7,@Columbia
637,4/21/2009,Cornell,15,Siena,3,@Siena
638,4/21/2009,Siena,7,Cornell,4,@Siena
639,4/24/2009,Cornell,4,Princeton,1,@Princeton
640,4/24/2009,Princeton,2,Cornell,0,@Princeton
641,4/26/2009,Cornell,4,Princeton,3,@Cornell
642,4/26/2009,Princeton,9,Cornell,7,@Cornell
643,4/29/2009,Cornell,9,Princeton,0,@Cornell
644,5/02/2009,Cornell,14,Dartmouth,12,@neutral
645,5/02/2009,Dartmouth,8,Cornell,6,@neutral
646,5/03/2009,Dartmouth,10,Cornell,0,@neutral
647,3/16/2010,Binghamton,5,Cornell,3,@Cornell
648,3/16/2010,Cornell,7,Binghamton,2,@Cornell
649,3/21/2010,Cornell,4,Northwestern,3,@neutral
650,3/22/2010,Cornell,8,Northwestern,7,@neutral
651,3/23/2010,Florida Atlantic,10,Cornell,5,@Florida Atlanti
652,3/24/2010,Florida Atlantic,3,Cornell,2,@Florida Atlanti
653,3/27/2010,Army,4,Cornell,2,@Army
654,3/27/2010,Cornell,10,Army,4,@Army
655,3/28/2010,Army,4,Cornell,0,@Army
656,3/28/2010,Army,5,Cornell,3,@Army
657,3/31/2010,LeMoyne,7,Cornell,6,@LeMoyne
658,4/03/2010,Cornell,2,Dartmouth,0,@Cornell
659,4/03/2010,Dartmouth,16,Cornell,1,@Cornell
660,4/04/2010,Cornell,11,Harvard,2,@Cornell
661,4/04/2010,Harvard,12,Cornell,6,@Cornell
662,4/06/2010,Binghamton,10,Cornell,9,@Cornell
663,4/10/2010,Yale,4,Cornell,3,@Yale
664,4/10/2010,Yale,7,Cornell,5,@Yale
665,4/11/2010,Brown,13,Cornell,6,@Brown
666,4/11/2010,Brown,15,Cornell,4,@Brown
667,4/14/2010,Cornell,10,LeMoyne,7,@Cornell
668,4/14/2010,Cornell,6,LeMoyne,5,@Cornell
669,4/17/2010,Pennsylvania,12,Cornell,2,@Pennsylvania
670,4/17/2010,Pennsylvania,17,Cornell,2,@Pennsylvania
671,4/18/2010,Cornell,10,Pennsylvania,9,@Pennsylvania
672,4/18/2010,Cornell,11,Pennsylvania,6,@Pennsylvania
673,4/20/2010,Cornell,7,Siena,2,@Cornell
674,4/20/2010,Siena,13,Cornell,2,@Cornell
675,4/24/2010,Columbia,3,Cornell,2,@Cornell
676,4/24/2010,Cornell,1,Columbia,0,@Cornell
677,4/25/2010,Columbia,4,Cornell,1,@Cornell
678,4/25/2010,Cornell,7,Columbia,0,@Cornell
679,4/28/2010,Cornell,12,Binghamton,8,@Binghamton
680,4/30/2010,Cornell,4,Princeton,2,@Cornell
681,4/30/2010,Cornell,7,Princeton,3,@Cornell
682,5/02/2010,Cornell,8,Princeton,4,@Princeton
683,5/02/2010,Princeton,8,Cornell,7,@Princeton
684,5/06/2010,Cornell,12,Ithaca,7,@Cornell
685,3/04/2011,Rider,6,Cornell,0,@neutral
686,3/04/2011,Virginia,12,Cornell,1,@Virginia
687,3/05/2011,Rider,8,Cornell,2,@neutral
688,3/05/2011,Virginia,14,Cornell,2,@Virginia
689,3/11/2011,Temple,9,Cornell,6,@Temple
690,3/12/2011,Cornell,9,St. Joseph's,3,@St. Joseph's
691,3/13/2011,Villanova,6,Cornell,3,@Villanova
