,index,Year,Team,GP,AB,H,BA,OBPct,TB,SlgPct,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,season_id,school_id,stats_player_seq,name,G,RBI2out,OPP DP
1064,0,2014-15,{'href': '/team/158/12080'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,158,1646149,Matt Ratner,-,,
1065,0,2015-16,{'href': '/team/554/12360'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,554,1646977,Ben Gross,-,,
1066,1,2016-17,{'href': '/team/554/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,554,1646977,Ben Gross,-,,
1067,2,2017-18,{'href': '/team/554/12973'},9,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12080,554,1646977,Ben Gross,-,,
1068,0,2014-15,{'href': '/team/554/12080'},24,66,16,0.242,0.342,-,0.258,10,1,-,-,-,10,-,-,1,14,1,2,2,-,-,12080,554,1646978,Asher Lee-Tyson,-,,
1069,1,2015-16,{'href': '/team/554/12360'},40,127,34,0.268,0.352,-,0.331,18,6,1,-,19,15,2,1,1,11,1,3,-,-,-,12080,554,1646978,Asher Lee-Tyson,-,,
1070,2,2016-17,{'href': '/team/554/12560'},36,125,33,0.264,0.361,48,0.384,22,2,2,3,19,17,3,2,2,22,5,2,-,-,-,12080,554,1646978,Asher Lee-Tyson,-,,
1071,3,2017-18,{'href': '/team/554/12973'},35,124,34,0.274,0.389,38,0.306,16,4,0,0,6,16,8,1,1,14,4,2,-,-,-,12080,554,1646978,Asher Lee-Tyson,-,,
1072,0,2014-15,{'href': '/team/554/12080'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,554,1646979,Kevin Thomsen,-,,
1073,1,2016-17,{'href': '/team/554/12560'},1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,554,1646979,Kevin Thomsen,-,,
1074,2,2017-18,{'href': '/team/554/12973'},10,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12080,554,1646979,Kevin Thomsen,-,,
1075,0,2014-15,{'href': '/team/554/12080'},14,39,5,0.128,0.227,-,0.128,2,-,-,-,3,4,1,-,-,13,2,-,-,-,-,12080,554,1646995,Blake Thomsen,-,,
1076,0,2014-15,{'href': '/team/275/12080'},6,13,4,0.308,0.400,-,0.385,1,1,-,-,4,2,-,-,2,2,1,-,-,-,-,12080,275,1649776,Austin Black,-,,
1077,1,2015-16,{'href': '/team/275/12360'},3,1,-,0.000,0.500,-,0.000,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,12080,275,1649776,Austin Black,-,,
1078,2,2016-17,{'href': '/team/275/12560'},13,20,5,0.250,0.360,9,0.450,2,1,-,1,5,3,1,1,-,7,-,-,-,-,-,12080,275,1649776,Austin Black,-,,
1079,3,2017-18,{'href': '/team/275/12973'},35,108,27,0.250,0.351,37,0.343,20,4,0,2,21,19,-,4,3,26,2,-,1,-,-,12080,275,1649776,Austin Black,-,,
1080,0,2014-15,{'href': '/team/275/12080'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649777,Dylan Combs,-,,
1081,1,2015-16,{'href': '/team/275/12360'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649777,Dylan Combs,-,,
1082,0,2014-15,{'href': '/team/275/12080'},25,69,22,0.319,0.385,-,0.377,8,4,-,-,14,6,2,1,1,8,3,6,-,-,-,12080,275,1649778,John Fallon,-,,
1083,1,2015-16,{'href': '/team/275/12360'},36,134,38,0.284,0.336,-,0.463,20,9,-,5,24,9,2,1,-,26,5,2,2,-,1,12080,275,1649778,John Fallon,-,,
1084,2,2016-17,{'href': '/team/275/12560'},27,84,21,0.250,0.382,34,0.405,18,4,-,3,11,16,2,-,-,16,1,1,1,-,-,12080,275,1649778,John Fallon,-,,
1085,3,2017-18,{'href': '/team/275/12973'},4,7,1,0.143,0.250,1,0.143,1,0,0,0,-,1,-,-,-,3,1,-,-,-,-,12080,275,1649778,John Fallon,-,,
1086,0,2014-15,{'href': '/team/275/12080'},16,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649779,Ian Miller,-,,
1087,1,2015-16,{'href': '/team/275/12360'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649779,Ian Miller,-,,
1088,2,2016-17,{'href': '/team/275/12560'},11,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649779,Ian Miller,-,,
1089,3,2018-19,{'href': '/team/275/14781'},12,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649779,Ian Miller,-,,
1090,0,2014-15,{'href': '/team/275/12080'},37,128,36,0.281,0.361,-,0.359,20,7,-,1,17,12,4,-,1,24,5,1,2,-,-,12080,275,1649780,Connor Quinn,-,,
1091,1,2015-16,{'href': '/team/275/12360'},28,95,21,0.221,0.279,-,0.358,12,4,-,3,9,6,2,1,1,23,3,1,1,-,-,12080,275,1649780,Connor Quinn,-,,
1092,0,2014-15,{'href': '/team/275/12080'},23,48,14,0.292,0.397,-,0.354,8,3,-,-,6,4,5,1,-,8,1,-,-,-,-,12080,275,1649781,Matt Rothenberg,-,,
1093,1,2015-16,{'href': '/team/275/12360'},38,124,45,0.363,0.444,-,0.500,23,13,2,-,16,18,1,1,-,23,2,2,-,-,1,12080,275,1649781,Matt Rothenberg,-,,
1094,2,2016-17,{'href': '/team/275/12560'},26,78,20,0.256,0.337,27,0.346,4,7,-,-,6,9,1,1,-,20,-,1,-,-,1,12080,275,1649781,Matt Rothenberg,-,,
1095,3,2017-18,{'href': '/team/275/12973'},41,144,42,0.292,0.391,63,0.438,32,4,1,5,25,17,7,1,-,30,2,2,2,-,-,12080,275,1649781,Matt Rothenberg,-,,
1096,0,2014-15,{'href': '/team/275/12080'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649782,Garrett Rupp,-,,
1097,1,2015-16,{'href': '/team/275/12360'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649782,Garrett Rupp,-,,
1098,2,2016-17,{'href': '/team/275/12560'},16,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649782,Garrett Rupp,-,,
1099,3,2017-18,{'href': '/team/275/12973'},8,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649782,Garrett Rupp,-,,
1100,0,2014-15,{'href': '/team/275/12080'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649783,Noah Zavolas,-,,
1101,1,2015-16,{'href': '/team/275/12360'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649783,Noah Zavolas,-,,
1102,2,2016-17,{'href': '/team/275/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649783,Noah Zavolas,-,,
1103,3,2017-18,{'href': '/team/275/12973'},11,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12080,275,1649783,Noah Zavolas,-,,
1104,0,2014-15,{'href': '/team/275/12080'},1,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,12080,275,1649784,Brandon Wachs,-,,
1105,0,2014-15,{'href': '/team/275/12080'},9,3,1,0.333,0.600,-,0.333,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,12080,275,1649785,Josh Ellis,-,,
1106,1,2015-16,{'href': '/team/275/12360'},40,115,35,0.304,0.375,-,0.374,12,6,1,-,13,11,2,-,7,23,2,7,1,-,-,12080,275,1649785,Josh Ellis,-,,
1107,2,2016-17,{'href': '/team/275/12560'},31,106,29,0.274,0.306,39,0.368,20,1,-,3,10,2,3,-,3,12,-,6,1,-,-,12080,275,1649785,Josh Ellis,-,,
1108,0,2014-15,{'href': '/team/167/12080'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652392,Zach Mcculley,-,,
1109,0,2015-16,{'href': '/team/167/12360'},13,23,6,0.261,0.346,-,0.261,1,-,-,-,1,3,-,-,1,4,-,1,-,-,-,12080,167,1652393,Griffin Tutun,-,,
1110,0,2017-18,{'href': '/team/167/12973'},9,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652394,Tyler Fernandez,-,,
1111,0,2014-15,{'href': '/team/167/12080'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652395,Justin Lewis,-,,
1112,1,2015-16,{'href': '/team/167/12360'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652395,Justin Lewis,-,,
1113,2,2016-17,{'href': '/team/167/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652395,Justin Lewis,-,,
1114,0,2014-15,{'href': '/team/167/12080'},26,55,13,0.236,0.333,-,0.255,8,1,-,-,5,8,-,-,-,9,2,-,-,-,-,12080,167,1652396,Dale Wickham,-,,
1115,1,2015-16,{'href': '/team/167/12360'},38,138,40,0.290,0.351,-,0.507,24,9,3,5,21,10,3,-,2,20,4,5,2,-,-,12080,167,1652396,Dale Wickham,-,,
1116,2,2016-17,{'href': '/team/167/12560'},25,96,39,0.406,0.482,51,0.531,25,12,-,-,17,10,4,-,-,13,2,4,1,-,1,12080,167,1652396,Dale Wickham,-,,
1117,3,2017-18,{'href': '/team/167/12973'},36,122,33,0.270,0.432,58,0.475,27,8,1,5,31,25,12,3,-,26,1,-,-,-,1,12080,167,1652396,Dale Wickham,-,,
1118,0,2014-15,{'href': '/team/167/12080'},21,56,13,0.232,0.317,-,0.321,6,5,-,-,8,6,1,-,-,18,-,2,1,-,-,12080,167,1652397,Ellis Bitar,-,,
1119,1,2015-16,{'href': '/team/167/12360'},36,132,38,0.288,0.352,-,0.386,15,5,1,2,12,4,9,-,1,29,2,9,2,-,-,12080,167,1652397,Ellis Bitar,-,,
1120,2,2016-17,{'href': '/team/167/12560'},29,102,29,0.284,0.398,45,0.441,15,4,3,2,18,12,8,1,-,25,2,3,3,-,1,12080,167,1652397,Ellis Bitar,-,,
1121,3,2017-18,{'href': '/team/167/12973'},36,143,38,0.266,0.375,60,0.420,26,8,1,4,28,17,8,-,-,35,4,6,-,-,-,12080,167,1652397,Ellis Bitar,-,,
1122,0,2014-15,{'href': '/team/167/12080'},6,3,-,0.000,0.000,-,0.000,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,12080,167,1652418,Eason Recto,-,,
1123,0,2014-15,{'href': '/team/167/12080'},9,24,5,0.208,0.269,-,0.250,1,1,-,-,3,1,1,-,-,7,-,-,-,-,-,12080,167,1652419,Trey Baur,-,,
1124,1,2015-16,{'href': '/team/167/12360'},6,7,1,0.143,0.250,-,0.286,1,1,-,-,-,-,1,-,-,3,-,-,-,-,-,12080,167,1652419,Trey Baur,-,,
1125,2,2016-17,{'href': '/team/167/12560'},35,113,34,0.301,0.389,44,0.389,19,7,-,1,18,14,3,1,-,25,1,1,-,-,-,12080,167,1652419,Trey Baur,-,,
1126,3,2017-18,{'href': '/team/167/12973'},26,81,23,0.284,0.363,33,0.407,11,7,0,1,10,7,3,-,1,24,3,3,-,-,-,12080,167,1652419,Trey Baur,-,,
1127,0,2014-15,{'href': '/team/167/12080'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652420,Peter Lannoo,-,,
1128,1,2015-16,{'href': '/team/167/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652420,Peter Lannoo,-,,
1129,2,2016-17,{'href': '/team/167/12560'},17,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12080,167,1652420,Peter Lannoo,-,,
1130,0,2014-15,{'href': '/team/167/12080'},13,19,7,0.368,0.500,-,0.684,5,1,1,1,4,4,1,-,-,6,-,-,-,-,-,12080,167,1652421,Pierre Le Dorze,-,,
1131,1,2015-16,{'href': '/team/167/12360'},5,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,12080,167,1652421,Pierre Le Dorze,-,,
1132,2,2016-17,{'href': '/team/167/12560'},32,102,33,0.324,0.400,53,0.520,22,10,2,2,16,8,5,-,-,25,3,2,2,-,-,12080,167,1652421,Pierre Le Dorze,-,,
1133,3,2017-18,{'href': '/team/167/12973'},19,52,5,0.096,0.190,7,0.135,3,2,0,0,2,5,1,-,-,17,4,1,-,-,-,12080,167,1652421,Pierre Le Dorze,-,,
1134,0,2014-15,{'href': '/team/780/12080'},13,1,1,1.000,1.000,-,1.000,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12973,158,1662062,Patrick Stanton,-,-,
1135,1,2015-16,{'href': '/team/780/12360'},20,35,13,0.371,0.463,13,0.371,3,-,-,-,5,5,1,-,1,8,1,2,1,-,-,12973,158,1662062,Patrick Stanton,-,-,
1136,2,2016-17,{'href': '/team/780/12560'},18,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12973,158,1662062,Patrick Stanton,-,-,
1137,3,2017-18,{'href': '/team/158/12973'},8,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12973,158,1662062,Patrick Stanton,-,-,
1138,0,2015-16,{'href': '/team/172/12360'},23,48,13,0.271,0.375,-,0.271,8,-,-,-,4,6,2,-,-,13,-,2,1,-,-,12360,172,1749271,Mike Brown,-,-,
1139,1,2016-17,{'href': '/team/172/12560'},20,62,14,0.226,0.286,19,0.306,11,2,-,1,9,5,1,2,-,15,1,3,-,-,-,12360,172,1749271,Mike Brown,-,-,
1140,2,2018-19,{'href': '/team/2915/14781'},61,209,69,0.330,0.441,91,0.435,60,12,5,0,36,34,9,2,6,23,3,38,5,-,1,12360,172,1749271,Mike Brown,-,-,
1141,3,2019-20,{'href': '/team/2915/15204'},17,57,16,0.281,0.400,20,0.351,11,1,0,1,10,11,1,1,2,6,1,9,4,-,-,12360,172,1749271,Mike Brown,-,-,
1142,4,2020-21,{'href': '/team/2/15580'},26,71,12,0.169,0.294,13,0.183,15,1,-,-,5,12,1,1,4,14,3,8,1,-,-,12360,172,1749271,Mike Brown,-,-,
1143,0,2016-17,{'href': '/team/172/12560'},2,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749272,Zac Bygum,-,-,
1144,1,2017-18,{'href': '/team/172/12973'},3,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749272,Zac Bygum,-,-,
1145,2,2018-19,{'href': '/team/172/14781'},8,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749272,Zac Bygum,-,-,
1146,0,2015-16,{'href': '/team/172/12360'},33,102,28,0.275,0.327,-,0.422,8,5,2,2,15,7,2,2,-,22,6,-,-,-,-,12360,172,1749274,Rob Emery,-,-,
1147,0,2015-16,{'href': '/team/172/12360'},30,85,26,0.306,0.427,-,0.341,16,3,-,-,2,16,2,-,-,12,3,2,1,-,1,12360,172,1749275,Matt Feinstein,-,-,
1148,1,2016-17,{'href': '/team/172/12560'},39,153,50,0.327,0.380,58,0.379,22,6,1,-,21,11,2,-,-,31,-,6,4,-,1,12360,172,1749275,Matt Feinstein,-,-,
1149,2,2017-18,{'href': '/team/172/12973'},40,170,46,0.271,0.352,59,0.347,21,7,0,2,19,19,3,1,2,25,10,2,4,-,-,12360,172,1749275,Matt Feinstein,-,-,
1150,3,2018-19,{'href': '/team/172/14781'},41,168,54,0.321,0.383,88,0.524,32,10,3,6,28,15,3,2,-,28,6,-,2,-,1,12360,172,1749275,Matt Feinstein,-,-,
1151,0,2015-16,{'href': '/team/172/12360'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749277,Cole O'Connor,-,-,
1152,1,2016-17,{'href': '/team/172/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749277,Cole O'Connor,-,-,
1153,2,2017-18,{'href': '/team/172/12973'},11,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749277,Cole O'Connor,-,-,
1154,3,2018-19,{'href': '/team/172/14781'},10,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,172,1749277,Cole O'Connor,-,-,
1155,0,2015-16,{'href': '/team/172/12360'},15,24,3,0.125,0.276,-,0.167,6,1,-,-,3,5,-,-,1,5,1,-,-,-,-,12360,172,1749278,Nate Ostmo,-,-,
1156,1,2016-17,{'href': '/team/172/12560'},39,123,32,0.260,0.367,47,0.382,21,4,4,1,20,18,5,4,1,23,4,6,3,-,-,12360,172,1749278,Nate Ostmo,-,-,
1157,2,2017-18,{'href': '/team/172/12973'},39,145,38,0.262,0.337,59,0.407,24,5,2,4,17,15,2,1,-,34,3,5,-,-,-,12360,172,1749278,Nate Ostmo,-,-,
1158,3,2018-19,{'href': '/team/172/14781'},37,146,44,0.301,0.385,75,0.514,26,11,1,6,33,17,4,2,-,22,3,2,1,-,1,12360,172,1749278,Nate Ostmo,-,-,
1159,0,2015-16,{'href': '/team/172/12360'},37,131,43,0.328,0.373,-,0.420,9,8,2,-,20,8,2,1,1,18,2,1,3,-,-,12360,172,1749279,Thomas Roulis,-,-,
1160,0,2015-16,{'href': '/team/172/12360'},7,11,1,0.091,0.091,-,0.091,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,12360,172,1749280,Sean Sullivan,-,-,
1161,1,2016-17,{'href': '/team/172/12560'},5,7,2,0.286,0.444,2,0.286,2,-,-,-,-,2,-,-,-,2,-,-,-,-,-,12360,172,1749280,Sean Sullivan,-,-,
1162,2,2017-18,{'href': '/team/172/12973'},37,147,50,0.340,0.456,57,0.388,35,5,1,0,12,29,3,1,1,17,2,4,2,-,1,12360,172,1749280,Sean Sullivan,-,-,
1163,3,2018-19,{'href': '/team/172/14781'},34,133,40,0.301,0.395,45,0.338,24,5,0,0,17,22,-,2,2,16,4,2,2,-,-,12360,172,1749280,Sean Sullivan,-,-,
1164,0,2015-16,{'href': '/team/172/12360'},21,36,4,0.111,0.200,-,0.167,4,2,-,-,2,4,-,-,3,14,2,-,-,-,-,12360,172,1749281,Steffen Torgersen,-,-,
1165,1,2016-17,{'href': '/team/172/12560'},9,10,4,0.400,0.500,4,0.400,7,-,-,-,2,2,-,-,1,4,-,-,-,-,-,12360,172,1749281,Steffen Torgersen,-,-,
1166,2,2017-18,{'href': '/team/172/12973'},24,71,22,0.310,0.351,30,0.423,14,5,0,1,12,4,1,1,1,17,1,-,-,-,-,12360,172,1749281,Steffen Torgersen,-,-,
1167,3,2018-19,{'href': '/team/172/14781'},41,151,52,0.344,0.438,72,0.477,29,6,4,2,13,14,11,-,-,35,5,3,1,-,1,12360,172,1749281,Steffen Torgersen,-,-,
1168,0,2015-16,{'href': '/team/80/12360'},16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752480,Jj Sliepka,-,-,
1169,1,2016-17,{'href': '/team/80/12560'},12,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752480,Jj Sliepka,-,-,
1170,2,2017-18,{'href': '/team/80/12973'},20,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752480,Jj Sliepka,-,-,
1171,3,2018-19,{'href': '/team/80/14781'},10,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752480,Jj Sliepka,-,-,
1172,0,2015-16,{'href': '/team/80/12360'},22,55,13,0.236,0.323,-,0.273,4,2,-,-,4,6,1,-,-,19,-,-,-,-,-,12360,80,1752481,Willy Homza,-,-,
1173,1,2016-17,{'href': '/team/80/12560'},37,122,25,0.205,0.326,38,0.311,18,4,3,1,8,21,1,-,5,30,4,3,1,-,-,12360,80,1752481,Willy Homza,-,-,
1174,2,2017-18,{'href': '/team/80/12973'},36,144,37,0.257,0.325,52,0.361,16,12,-,1,11,12,3,1,1,31,2,4,1,-,-,12360,80,1752481,Willy Homza,-,-,
1175,3,2018-19,{'href': '/team/80/14781'},39,137,36,0.263,0.439,61,0.445,23,10,0,5,22,41,2,-,1,32,3,1,-,-,-,12360,80,1752481,Willy Homza,-,-,
1176,0,2015-16,{'href': '/team/80/12360'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752482,Bobby Leyman,-,-,
1177,1,2016-17,{'href': '/team/80/12560'},9,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752482,Bobby Leyman,-,-,
1178,2,2017-18,{'href': '/team/80/12973'},3,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752482,Bobby Leyman,-,-,
1179,3,2018-19,{'href': '/team/80/14781'},3,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752482,Bobby Leyman,-,-,
1180,0,2016-17,{'href': '/team/80/12560'},4,3,1,0.333,0.333,1,0.333,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,12360,80,1752483,Frank Caprio,-,-,
1181,1,2017-18,{'href': '/team/80/12973'},17,3,-,0.000,0.000,0,0.000,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,12360,80,1752483,Frank Caprio,-,-,
1182,2,2018-19,{'href': '/team/80/14781'},28,90,20,0.222,0.311,22,0.244,14,2,0,0,9,8,4,1,1,18,2,2,1,-,-,12360,80,1752483,Frank Caprio,-,-,
1183,3,2019-20,{'href': '/team/80/15204'},5,13,2,0.154,0.353,2,0.154,3,0,0,0,1,4,-,-,1,4,-,-,-,-,-,12360,80,1752483,Frank Caprio,-,-,
1184,0,2015-16,{'href': '/team/80/12360'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752485,Robbie Stephens,-,-,
1185,0,2015-16,{'href': '/team/80/12360'},16,25,4,0.160,0.250,-,0.240,3,2,-,-,-,3,-,-,-,10,-,-,-,-,-,12360,80,1752486,Dalton Schroeder,-,-,
1186,1,2016-17,{'href': '/team/80/12560'},13,10,1,0.100,0.100,1,0.100,2,-,-,-,-,-,-,-,-,5,-,-,1,-,-,12360,80,1752486,Dalton Schroeder,-,-,
1187,2,2017-18,{'href': '/team/80/12973'},4,2,-,0.000,0.000,0,0.000,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,12360,80,1752486,Dalton Schroeder,-,-,
1188,3,2018-19,{'href': '/team/80/14781'},18,32,4,0.125,0.176,4,0.125,6,0,0,0,-,2,-,-,-,21,-,2,-,-,-,12360,80,1752486,Dalton Schroeder,-,-,
1189,0,2015-16,{'href': '/team/80/12360'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,80,1752487,Matt Beyer,-,-,
1190,0,2015-16,{'href': '/team/158/12360'},11,13,1,0.077,0.200,-,0.077,1,-,-,-,1,2,-,-,-,4,-,-,-,-,-,12360,158,1755311,Michael Kuzbel,-,-,
1191,1,2016-17,{'href': '/team/158/12560'},7,15,2,0.133,0.133,2,0.133,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,12360,158,1755311,Michael Kuzbel,-,-,
1192,2,2017-18,{'href': '/team/158/12973'},9,15,5,0.333,0.333,8,0.533,3,1,1,-,3,-,-,-,-,3,-,-,-,-,-,12360,158,1755311,Michael Kuzbel,-,-,
1193,0,2015-16,{'href': '/team/158/12360'},33,92,14,0.152,0.255,-,0.207,7,3,1,-,8,4,9,1,4,24,1,-,1,-,-,12360,158,1755312,Joe Engel,-,-,
1194,1,2016-17,{'href': '/team/158/12560'},41,134,33,0.246,0.353,43,0.321,21,5,1,1,16,13,9,-,6,36,2,2,4,-,-,12360,158,1755312,Joe Engel,-,-,
1195,2,2017-18,{'href': '/team/158/12973'},50,193,59,0.306,0.388,71,0.368,29,7,1,1,29,18,10,3,-,30,8,3,2,-,-,12360,158,1755312,Joe Engel,-,-,
1196,3,2018-19,{'href': '/team/158/14781'},42,170,56,0.329,0.428,75,0.441,30,10,3,1,18,26,4,1,4,26,6,2,2,-,-,12360,158,1755312,Joe Engel,-,-,
1197,0,2015-16,{'href': '/team/158/12360'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755313,Josh Simpson,-,-,
1198,1,2016-17,{'href': '/team/158/12560'},10,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755313,Josh Simpson,-,-,
1199,2,2018-19,{'href': '/team/158/14781'},10,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755313,Josh Simpson,-,-,
1200,0,2015-16,{'href': '/team/158/12360'},20,43,8,0.186,0.280,-,0.256,3,3,-,-,3,6,-,1,-,11,3,2,1,-,-,12360,158,1755314,Ben Porter,-,-,
1201,1,2016-17,{'href': '/team/158/12560'},41,150,42,0.280,0.378,59,0.393,35,9,1,2,25,23,3,4,3,29,4,8,5,-,-,12360,158,1755314,Ben Porter,-,-,
1202,2,2017-18,{'href': '/team/158/12973'},28,104,36,0.346,0.430,46,0.442,13,6,2,0,13,14,2,1,-,14,4,7,1,-,-,12360,158,1755314,Ben Porter,-,-,
1203,3,2018-19,{'href': '/team/158/14781'},39,147,40,0.272,0.353,50,0.340,19,8,1,0,22,17,2,1,5,27,3,5,2,-,-,12360,158,1755314,Ben Porter,-,-,
1204,0,2015-16,{'href': '/team/158/12360'},25,59,12,0.203,0.277,-,0.305,3,3,-,1,4,5,1,-,-,27,2,-,-,-,1,12360,158,1755315,Chandler Bengston,-,-,
1205,1,2016-17,{'href': '/team/158/12560'},34,116,35,0.302,0.390,70,0.603,21,4,2,9,32,17,1,2,-,43,-,2,-,-,-,12360,158,1755315,Chandler Bengston,-,-,
1206,2,2017-18,{'href': '/team/158/12973'},50,187,48,0.257,0.371,88,0.471,40,8,1,10,31,30,5,2,1,63,3,1,-,-,1,12360,158,1755315,Chandler Bengston,-,-,
1207,3,2018-19,{'href': '/team/158/14781'},32,124,36,0.290,0.411,73,0.589,34,4,0,11,34,23,3,1,1,39,7,1,-,-,-,12360,158,1755315,Chandler Bengston,-,-,
1208,0,2016-17,{'href': '/team/158/12560'},15,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755316,Ian Burns,-,-,
1209,1,2017-18,{'href': '/team/158/12973'},4,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755316,Ian Burns,-,-,
1210,2,2018-19,{'href': '/team/158/14781'},14,-,-,-,-,0,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755316,Ian Burns,-,-,
1211,0,2015-16,{'href': '/team/158/12360'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12360,158,1755317,Lucas Hall,-,-,
