,index,Year,Team,GP,AB,H,BA,OBPct,TB,SlgPct,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,season_id,school_id,stats_player_seq,name,G,RBI2out,OPP DP
0,0,2012-13,{'href': '/team/172/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,982991,Cole Sulser,,,
1,0,2011-12,{'href': '/team/80/10942'},13,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,80,1070906,Kevin Carlow,,,
2,1,2012-13,{'href': '/team/80/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1070906,Kevin Carlow,,,
3,0,2011-12,{'href': '/team/80/10942'},11,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,80,1070908,Will Lacker,,,
4,1,2012-13,{'href': '/team/80/11320'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1070908,Will Lacker,,,
5,0,2011-12,{'href': '/team/80/10942'},11,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,80,1070909,Heath Mayo,,,
6,1,2012-13,{'href': '/team/80/11320'},8,2,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1070909,Heath Mayo,,,
7,0,2011-12,{'href': '/team/80/10942'},30,111,35,0.315,0.350,-,0.486,14,6,2,1,13,2,4,-,4,24,1,12,4,-,-,11320,80,1070910,John Sheridan,,,
8,1,2012-13,{'href': '/team/80/11320'},39,115,28,0.243,0.290,-,0.304,13,2,1,1,10,6,2,1,6,27,2,12,3,-,-,11320,80,1070910,John Sheridan,,,
9,0,2011-12,{'href': '/team/80/10942'},37,129,41,0.318,0.403,-,0.574,23,8,-,5,32,16,3,1,-,27,4,-,-,-,1,11320,80,1070911,Cody Slaughter,,,
10,1,2012-13,{'href': '/team/80/11320'},39,134,33,0.246,0.306,-,0.261,10,2,-,-,11,10,2,1,-,25,6,1,1,-,-,11320,80,1070911,Cody Slaughter,,,
11,0,2011-12,{'href': '/team/172/10942'},39,135,42,0.311,0.419,-,0.370,24,4,1,-,16,15,10,-,2,17,4,3,7,-,-,11320,172,1081367,Ennis Coble,,,
12,1,2012-13,{'href': '/team/172/11320'},40,151,49,0.325,0.405,-,0.457,33,12,1,2,22,14,7,1,2,10,4,11,-,-,-,11320,172,1081367,Ennis Coble,,,
13,0,2011-12,{'href': '/team/172/10942'},10,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1081368,Kyle Hunter,,,
14,1,2012-13,{'href': '/team/172/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1081368,Kyle Hunter,,,
15,0,2011-12,{'href': '/team/172/10942'},8,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1081369,Michael Johnson,,,
16,1,2012-13,{'href': '/team/172/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1081369,Michael Johnson,,,
17,0,2011-12,{'href': '/team/172/10942'},7,6,1,0.167,0.444,-,0.167,1,-,-,-,0,3,-,-,-,1,1,-,-,-,-,11320,172,1081371,Chad Piersma,,,
18,1,2012-13,{'href': '/team/172/11320'},9,26,9,0.346,0.370,-,0.538,6,5,-,-,8,1,-,-,-,3,-,-,-,-,-,11320,172,1081371,Chad Piersma,,,
19,0,2011-12,{'href': '/team/167/10942'},15,23,5,0.217,0.280,-,0.261,2,1,-,-,2,2,-,-,2,7,-,-,-,-,-,11320,167,1085352,Chris Burke,,,
20,1,2012-13,{'href': '/team/167/11320'},10,22,4,0.182,0.217,-,0.182,-,-,-,-,3,1,-,-,-,4,-,-,-,-,-,11320,167,1085352,Chris Burke,,,
21,0,2012-13,{'href': '/team/167/11320'},2,2,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,11320,167,1085354,Anthony Irigoyen,,,
22,0,2011-12,{'href': '/team/167/10942'},6,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,167,1085355,Mike Kazley,,,
23,1,2012-13,{'href': '/team/167/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1085355,Mike Kazley,,,
24,0,2011-12,{'href': '/team/167/10942'},5,2,1,0.500,0.500,-,0.500,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,11320,167,1085357,Connor Mccabe,,,
25,1,2012-13,{'href': '/team/167/11320'},26,58,11,0.190,0.203,-,0.241,7,3,-,-,7,1,-,-,2,9,1,1,1,-,-,11320,167,1085357,Connor Mccabe,,,
26,0,2011-12,{'href': '/team/167/10942'},4,6,3,0.500,0.500,-,0.500,1,-,-,-,2,-,-,-,-,1,-,-,-,-,-,11320,167,1085359,Phil Mullan,,,
27,1,2012-13,{'href': '/team/167/11320'},10,18,2,0.111,0.158,-,0.111,1,-,-,-,1,-,1,-,-,4,1,-,-,-,-,11320,167,1085359,Phil Mullan,,,
28,0,2011-12,{'href': '/team/167/10942'},48,161,47,0.292,0.442,-,0.447,36,7,2,2,21,34,11,2,4,25,1,5,3,-,1,11320,167,1085360,Brenton Peters,,,
29,1,2012-13,{'href': '/team/167/11320'},34,120,32,0.267,0.358,-,0.383,14,6,2,-,6,15,2,-,4,24,1,5,3,-,-,11320,167,1085360,Brenton Peters,,,
30,0,2011-12,{'href': '/team/167/10942'},16,9,1,0.111,0.273,-,0.111,6,-,-,-,1,2,-,-,1,4,-,4,1,-,-,11320,167,1085364,Spenser Souza,,,
31,1,2012-13,{'href': '/team/167/11320'},23,87,24,0.276,0.284,-,0.425,10,4,1,1,14,1,-,-,2,10,-,12,3,-,-,11320,167,1085364,Spenser Souza,,,
32,0,2011-12,{'href': '/team/813/10942'},39,82,16,0.195,0.256,-,0.232,11,3,-,-,8,5,2,1,2,21,1,2,2,-,-,11320,813,1092311,Cam Squires,,,
33,1,2012-13,{'href': '/team/813/11320'},23,55,13,0.236,0.333,-,0.273,5,2,-,-,6,6,2,-,7,15,1,6,2,-,-,11320,813,1092311,Cam Squires,,,
34,0,2011-12,{'href': '/team/813/10942'},43,138,30,0.217,0.275,-,0.362,8,7,2,1,13,10,1,-,1,32,2,5,1,-,-,11320,813,1092312,Josh Scharff,,,
35,1,2012-13,{'href': '/team/813/11320'},32,88,25,0.284,0.351,-,0.341,8,2,-,1,11,9,-,-,-,23,3,2,1,-,-,11320,813,1092312,Josh Scharff,,,
36,0,2011-12,{'href': '/team/813/10942'},45,137,24,0.175,0.240,-,0.270,16,5,2,-,13,10,2,1,6,17,1,3,1,-,-,11320,813,1092313,Chris Piwinski,,,
37,1,2012-13,{'href': '/team/813/11320'},36,103,27,0.262,0.342,-,0.282,8,2,-,-,9,10,3,1,5,16,2,4,1,-,-,11320,813,1092313,Chris Piwinski,,,
38,0,2011-12,{'href': '/team/158/10942'},32,108,40,0.370,0.417,-,0.630,16,10,2,2,18,5,5,2,-,17,3,2,-,-,1,11320,158,1100001,Alex Black,,,
39,1,2012-13,{'href': '/team/158/11320'},49,166,55,0.331,0.457,-,0.524,32,8,-,8,31,29,11,2,-,19,5,4,-,-,2,11320,158,1100001,Alex Black,,,
40,0,2011-12,{'href': '/team/158/10942'},30,86,22,0.256,0.326,-,0.349,14,4,1,-,10,7,2,-,3,13,2,10,1,-,-,11320,158,1100002,Nick Crucet,,,
41,1,2012-13,{'href': '/team/158/11320'},49,155,41,0.265,0.359,-,0.297,21,5,-,-,25,16,8,2,14,13,2,20,5,-,-,11320,158,1100002,Nick Crucet,,,
42,0,2011-12,{'href': '/team/158/10942'},43,142,44,0.310,0.405,-,0.585,27,15,1,4,32,20,4,2,3,29,2,2,2,-,-,11320,158,1100003,Nick Ferraresi,,,
43,1,2012-13,{'href': '/team/158/11320'},49,176,49,0.278,0.338,-,0.381,23,9,-,3,26,14,3,2,2,30,4,10,1,-,-,11320,158,1100003,Nick Ferraresi,,,
44,0,2011-12,{'href': '/team/158/10942'},9,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1100004,Tim Giel,,,
45,1,2012-13,{'href': '/team/158/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1100004,Tim Giel,,,
46,0,2011-12,{'href': '/team/158/10942'},3,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1100006,Ricky Kleban,,,
47,1,2012-13,{'href': '/team/158/11320'},5,2,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,11320,158,1100006,Ricky Kleban,,,
48,0,2011-12,{'href': '/team/158/10942'},9,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1100007,Stefan Olson,,,
49,1,2012-13,{'href': '/team/158/11320'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1100007,Stefan Olson,,,
50,0,2011-12,{'href': '/team/158/10942'},28,78,20,0.256,0.318,-,0.372,10,4,-,1,11,6,1,-,8,8,-,1,-,-,-,11320,158,1100009,Eric Williams,,,
51,1,2012-13,{'href': '/team/158/11320'},49,153,31,0.203,0.333,-,0.255,23,8,-,-,14,30,2,4,9,17,2,4,2,-,1,11320,158,1100009,Eric Williams,,,
52,0,2011-12,{'href': '/team/275/10942'},25,41,9,0.220,0.273,-,0.268,5,2,-,-,5,3,-,-,7,12,-,1,-,-,-,11320,275,1100013,Robert Wineski,,,
53,1,2012-13,{'href': '/team/275/11320'},35,118,27,0.229,0.295,-,0.254,10,3,-,-,8,10,1,-,2,18,2,1,-,-,-,11320,275,1100013,Robert Wineski,,,
54,0,2011-12,{'href': '/team/275/10942'},2,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,275,1100014,Jordan Haviland,,,
55,1,2012-13,{'href': '/team/275/11320'},21,6,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,11320,275,1100014,Jordan Haviland,,,
56,0,2011-12,{'href': '/team/275/10942'},14,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,275,1100016,Matt Doyle,,,
57,1,2012-13,{'href': '/team/275/11320'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1100016,Matt Doyle,,,
58,0,2011-12,{'href': '/team/554/10942'},21,61,13,0.213,0.324,-,0.295,9,-,-,1,5,7,3,-,1,10,-,-,1,-,-,11320,554,1100241,Nate Baird,,,
59,1,2012-13,{'href': '/team/554/11320'},30,72,16,0.222,0.333,-,0.250,11,2,-,-,4,8,4,-,1,11,2,2,1,-,-,11320,554,1100241,Nate Baird,,,
60,0,2011-12,{'href': '/team/554/10942'},31,90,19,0.211,0.357,-,0.256,12,4,-,-,9,17,4,1,1,20,3,-,-,-,-,11320,554,1100243,Alex Flink,,,
61,1,2012-13,{'href': '/team/554/11320'},39,127,31,0.244,0.319,-,0.283,13,5,-,-,14,12,3,2,3,23,6,2,1,-,-,11320,554,1100243,Alex Flink,,,
62,0,2012-13,{'href': '/team/554/11320'},4,7,2,0.286,0.286,-,0.286,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,11320,554,1100244,Steven Fuchs,,,
63,0,2011-12,{'href': '/team/554/10942'},30,104,30,0.288,0.325,-,0.548,16,9,2,2,30,7,-,3,2,26,2,-,-,-,-,11320,554,1100245,Steve Harrington,,,
64,1,2012-13,{'href': '/team/554/11320'},38,138,34,0.246,0.321,-,0.312,13,6,-,1,20,13,3,2,2,32,1,-,-,-,1,11320,554,1100245,Steve Harrington,,,
65,0,2011-12,{'href': '/team/554/10942'},9,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,554,1100246,Zak Hermans,,,
66,1,2012-13,{'href': '/team/554/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1100246,Zak Hermans,,,
67,0,2011-12,{'href': '/team/554/10942'},9,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,554,1100247,Kevin Link,,,
68,1,2012-13,{'href': '/team/554/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1100247,Kevin Link,,,
69,0,2011-12,{'href': '/team/554/10942'},38,137,37,0.270,0.390,-,0.606,29,9,3,5,28,20,7,-,1,28,2,8,-,-,-,11320,554,1100248,John Mishu,,,
70,1,2012-13,{'href': '/team/554/11320'},34,101,19,0.188,0.299,-,0.208,11,2,-,-,4,9,7,-,-,33,2,3,-,-,1,11320,554,1100248,John Mishu,,,
71,0,2011-12,{'href': '/team/540/10942'},40,145,36,0.248,0.343,-,0.448,20,11,2,2,26,16,5,-,-,32,3,2,-,-,-,11320,540,1104364,Spencer Branigan,,,
72,1,2012-13,{'href': '/team/540/11320'},42,143,44,0.308,0.390,-,0.406,21,14,-,-,19,19,1,1,-,26,8,-,1,-,2,11320,540,1104364,Spencer Branigan,,,
73,0,2011-12,{'href': '/team/540/10942'},39,140,49,0.350,0.404,-,0.729,24,17,4,4,22,10,4,2,1,30,2,2,2,-,-,11320,540,1104369,Ryan Deitrich,,,
74,1,2012-13,{'href': '/team/540/11320'},43,144,55,0.382,0.500,-,0.562,31,8,3,4,23,27,7,-,1,22,2,11,2,-,2,11320,540,1104369,Ryan Deitrich,,,
75,0,2011-12,{'href': '/team/540/10942'},14,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,540,1104371,John Beasley,,,
76,1,2012-13,{'href': '/team/540/11320'},17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1104371,John Beasley,,,
77,0,2011-12,{'href': '/team/554/10942'},25,69,17,0.246,0.358,-,0.464,14,5,-,2,12,9,3,-,-,18,-,-,-,-,-,11320,554,1196572,Ryan Albert,,,
78,1,2012-13,{'href': '/team/554/11320'},20,44,5,0.114,0.216,-,0.159,3,2,-,-,5,5,1,1,-,18,-,-,-,-,1,11320,554,1196572,Ryan Albert,,,
79,0,2011-12,{'href': '/team/554/10942'},2,1,0,0.000,0.000,-,0.000,0,-,-,-,0,-,-,-,-,-,1,-,-,-,-,11320,554,1196573,Will Davis,,,
80,1,2012-13,{'href': '/team/554/11320'},17,36,9,0.250,0.325,-,0.361,2,1,-,1,6,3,1,-,-,7,2,-,-,-,-,11320,554,1196573,Will Davis,,,
81,2,2013-14,{'href': '/team/554/11620'},9,9,-,0.000,0.308,-,0.000,2,-,-,-,1,2,2,-,-,5,-,-,-,-,-,11320,554,1196573,Will Davis,,,
82,0,2011-12,{'href': '/team/554/10942'},14,1,0,0.000,0.000,-,0.000,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,554,1196574,Michael Fagan,,,
83,1,2012-13,{'href': '/team/554/11320'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1196574,Michael Fagan,,,
84,2,2013-14,{'href': '/team/554/11620'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1196574,Michael Fagan,,,
85,0,2011-12,{'href': '/team/554/10942'},38,125,34,0.272,0.368,-,0.376,23,4,1,1,31,17,5,5,1,29,4,-,-,-,1,11320,554,1196575,Mike Ford,,,
86,1,2012-13,{'href': '/team/554/11320'},42,147,47,0.320,0.443,-,0.503,25,9,-,6,38,31,3,2,-,28,4,4,-,-,4,11320,554,1196575,Mike Ford,,,
87,0,2011-12,{'href': '/team/554/10942'},9,10,1,0.100,0.308,-,0.100,2,-,-,-,0,3,-,-,-,4,-,-,-,-,-,11320,554,1196576,Bobby Geren,,,
88,1,2012-13,{'href': '/team/554/11320'},13,15,2,0.133,0.176,-,0.133,1,-,-,-,2,1,-,1,-,7,1,-,-,-,-,11320,554,1196576,Bobby Geren,,,
89,2,2013-14,{'href': '/team/554/11620'},6,12,1,0.083,0.083,-,0.083,-,-,-,-,-,-,-,-,-,7,1,-,-,-,-,11320,554,1196576,Bobby Geren,,,
90,0,2011-12,{'href': '/team/554/10942'},11,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,554,1196577,A.J. Goetz,,,
91,1,2012-13,{'href': '/team/554/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1196577,A.J. Goetz,,,
92,2,2013-14,{'href': '/team/554/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,554,1196577,A.J. Goetz,,,
93,0,2011-12,{'href': '/team/554/10942'},34,136,47,0.346,0.393,-,0.404,22,4,1,-,18,11,1,2,-,18,2,6,2,-,-,11320,554,1196578,Alec Keller,,,
94,1,2012-13,{'href': '/team/554/11320'},40,143,54,0.378,0.435,-,0.538,32,9,1,4,17,14,2,2,-,10,1,6,3,-,1,11320,554,1196578,Alec Keller,,,
95,2,2013-14,{'href': '/team/554/11620'},38,147,48,0.327,0.396,-,0.476,20,8,4,2,19,11,6,-,-,18,2,7,1,-,2,11320,554,1196578,Alec Keller,,,
96,0,2011-12,{'href': '/team/554/10942'},23,56,10,0.179,0.270,-,0.304,6,2,-,1,8,7,-,-,-,19,4,2,-,-,-,11320,554,1196583,Jonathan York,,,
97,1,2012-13,{'href': '/team/554/11320'},17,33,4,0.121,0.250,-,0.121,6,-,-,-,3,6,-,1,-,10,2,-,-,-,-,11320,554,1196583,Jonathan York,,,
98,2,2013-14,{'href': '/team/554/11620'},33,72,16,0.222,0.253,-,0.264,4,1,1,-,4,3,-,-,-,16,-,-,-,-,-,11320,554,1196583,Jonathan York,,,
99,0,2011-12,{'href': '/team/158/10942'},28,59,12,0.203,0.319,-,0.254,3,3,-,-,8,10,-,-,1,9,-,1,-,-,-,11320,158,1199856,Enmanuel Cabreja,,,
100,1,2012-13,{'href': '/team/158/11320'},7,21,2,0.095,0.174,-,0.143,2,1,-,-,1,2,-,-,-,4,1,-,-,-,-,11320,158,1199856,Enmanuel Cabreja,,,
101,0,2011-12,{'href': '/team/158/10942'},5,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1199857,Joey Donino,,,
102,1,2012-13,{'href': '/team/158/11320'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199857,Joey Donino,,,
103,2,2013-14,{'href': '/team/158/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199857,Joey Donino,,,
104,0,2011-12,{'href': '/team/158/10942'},28,66,15,0.227,0.311,-,0.455,10,2,2,1,8,6,2,-,3,18,-,1,-,-,-,11320,158,1199858,Mike Fischer,,,
105,1,2012-13,{'href': '/team/158/11320'},43,123,25,0.203,0.311,-,0.301,14,5,2,1,15,16,5,4,5,32,1,-,2,-,-,11320,158,1199858,Mike Fischer,,,
106,2,2013-14,{'href': '/team/158/11620'},45,143,33,0.231,0.333,-,0.308,20,3,1,2,18,16,7,2,4,53,4,2,1,-,-,11320,158,1199858,Mike Fischer,,,
107,0,2011-12,{'href': '/team/158/10942'},12,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1199859,Joey Gandolfo,,,
108,1,2012-13,{'href': '/team/158/11320'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199859,Joey Gandolfo,,,
109,0,2011-12,{'href': '/team/158/10942'},41,120,26,0.217,0.273,-,0.317,15,4,2,-,12,8,2,2,4,19,4,2,-,-,-,11320,158,1199860,Aaron Silbar,,,
110,1,2012-13,{'href': '/team/158/11320'},48,170,52,0.306,0.346,-,0.371,22,11,-,-,22,10,2,3,6,20,7,8,3,-,1,11320,158,1199860,Aaron Silbar,,,
111,2,2013-14,{'href': '/team/158/11620'},49,176,43,0.244,0.335,-,0.301,28,10,-,-,20,14,11,2,7,23,4,7,1,-,1,11320,158,1199860,Aaron Silbar,,,
112,0,2011-12,{'href': '/team/158/10942'},10,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1199861,David Speer,,,
113,1,2012-13,{'href': '/team/158/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199861,David Speer,,,
114,2,2013-14,{'href': '/team/158/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199861,David Speer,,,
115,0,2011-12,{'href': '/team/158/10942'},7,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1199862,Zack Tax,,,
116,1,2012-13,{'href': '/team/158/11320'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199862,Zack Tax,,,
117,2,2013-14,{'href': '/team/158/11620'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1199862,Zack Tax,,,
118,0,2012-13,{'href': '/team/540/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1201696,Pat Bet,,,
119,1,2013-14,{'href': '/team/540/11620'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1201696,Pat Bet,,,
120,0,2011-12,{'href': '/team/540/10942'},28,96,30,0.312,0.396,-,0.500,18,4,1,2,17,11,3,1,-,18,1,4,-,-,-,11320,540,1201697,Rick Brebner,,,
121,1,2012-13,{'href': '/team/540/11320'},31,101,26,0.257,0.364,-,0.436,16,6,-,4,13,14,3,-,-,23,-,1,3,-,-,11320,540,1201697,Rick Brebner,,,
122,2,2013-14,{'href': '/team/540/11620'},36,136,41,0.301,0.384,-,0.566,31,10,1,8,31,12,8,3,-,31,-,5,1,-,1,11320,540,1201697,Rick Brebner,,,
123,0,2011-12,{'href': '/team/540/10942'},38,144,32,0.222,0.300,-,0.347,23,6,3,-,9,12,4,-,3,20,2,7,2,-,-,11320,540,1201699,Brandon Engelhardt,,,
124,1,2012-13,{'href': '/team/540/11320'},28,104,29,0.279,0.336,-,0.394,16,5,2,1,14,5,4,-,3,12,-,6,-,-,-,11320,540,1201699,Brandon Engelhardt,,,
125,2,2013-14,{'href': '/team/540/11620'},28,90,23,0.256,0.391,-,0.367,16,5,1,1,7,8,12,-,3,19,1,2,1,-,-,11320,540,1201699,Brandon Engelhardt,,,
126,0,2011-12,{'href': '/team/540/10942'},11,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,540,1201700,Matt Gotschall,,,
127,1,2012-13,{'href': '/team/540/11320'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1201700,Matt Gotschall,,,
128,2,2013-14,{'href': '/team/540/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1201700,Matt Gotschall,,,
129,0,2011-12,{'href': '/team/540/10942'},14,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,540,1201704,Cody Thomson,,,
130,1,2012-13,{'href': '/team/540/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1201704,Cody Thomson,,,
131,2,2013-14,{'href': '/team/540/11620'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1201704,Cody Thomson,,,
132,0,2011-12,{'href': '/team/80/10942'},39,131,37,0.282,0.362,-,0.321,21,5,-,-,12,13,4,1,3,33,3,1,2,-,-,11320,80,1206220,Matt Derenzi,,,
133,1,2012-13,{'href': '/team/80/11320'},18,49,7,0.143,0.222,-,0.143,4,-,-,-,2,3,2,-,-,21,1,1,-,-,-,11320,80,1206220,Matt Derenzi,,,
134,0,2011-12,{'href': '/team/80/10942'},44,153,43,0.281,0.351,-,0.340,24,5,1,-,14,17,-,1,4,29,7,2,3,-,1,11320,80,1206221,J.J. Franco,,,
135,1,2012-13,{'href': '/team/80/11320'},39,124,24,0.194,0.227,-,0.282,11,5,-,2,10,5,1,2,5,25,3,1,-,-,-,11320,80,1206221,J.J. Franco,,,
136,2,2013-14,{'href': '/team/80/11620'},37,135,40,0.296,0.371,-,0.400,29,5,3,1,17,14,2,-,5,15,6,2,3,-,-,11320,80,1206221,J.J. Franco,,,
137,0,2011-12,{'href': '/team/80/10942'},10,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,80,1206222,Anthony Galan,,,
138,1,2012-13,{'href': '/team/80/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1206222,Anthony Galan,,,
139,2,2013-14,{'href': '/team/80/11620'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1206222,Anthony Galan,,,
140,0,2011-12,{'href': '/team/80/10942'},10,14,5,0.357,0.400,-,0.357,3,-,-,-,1,1,-,-,-,2,-,-,-,-,-,11320,80,1206225,Nate Kukowski,,,
141,1,2012-13,{'href': '/team/80/11320'},26,69,13,0.188,0.222,-,0.203,-,1,-,-,-,2,1,-,-,19,6,3,2,-,-,11320,80,1206225,Nate Kukowski,,,
142,2,2013-14,{'href': '/team/80/11620'},12,14,5,0.357,0.474,-,0.357,3,-,-,-,2,-,4,1,-,1,1,-,-,-,-,11320,80,1206225,Nate Kukowski,,,
143,0,2011-12,{'href': '/team/80/10942'},25,71,20,0.282,0.312,-,0.338,8,4,-,-,13,1,3,2,2,21,1,1,1,-,-,11320,80,1206226,Daniel Massey,,,
144,1,2012-13,{'href': '/team/80/11320'},37,119,36,0.303,0.317,-,0.437,10,4,-,4,15,3,1,3,-,33,3,1,-,-,-,11320,80,1206226,Daniel Massey,,,
145,2,2013-14,{'href': '/team/80/11620'},35,115,34,0.296,0.359,-,0.530,20,9,-,6,21,9,3,1,-,40,-,4,-,-,1,11320,80,1206226,Daniel Massey,,,
146,0,2011-12,{'href': '/team/80/10942'},44,171,47,0.275,0.311,-,0.526,29,14,1,5,31,3,6,-,1,26,4,2,-,-,1,11320,80,1206227,Wes Van Boom,,,
147,1,2012-13,{'href': '/team/80/11320'},40,137,34,0.248,0.286,-,0.372,18,8,-,3,19,4,4,2,1,24,2,2,-,-,-,11320,80,1206227,Wes Van Boom,,,
148,2,2013-14,{'href': '/team/80/11620'},32,110,19,0.173,0.210,-,0.318,14,4,-,4,11,5,1,3,2,24,-,-,-,-,-,11320,80,1206227,Wes Van Boom,,,
149,0,2011-12,{'href': '/team/80/10942'},18,20,1,0.050,0.050,-,0.050,1,-,-,-,1,-,-,-,-,2,1,-,-,-,-,11320,80,1206228,Lucas Whitehill,,,
150,1,2012-13,{'href': '/team/80/11320'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1206228,Lucas Whitehill,,,
151,2,2013-14,{'href': '/team/80/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,80,1206228,Lucas Whitehill,,,
